species;betweenness;weighted.betweenness;closeness;weighted.closeness;normalised.degree;biomes
Pithys_albifrons;0;0;0,00145502645502645;NA;0,0714285714285714;Andinean_Forest
Platyrinchus_mystaceus;0;0;0,0100088183421517;0,0147527823122563;0,0714285714285714;Andinean_Forest
Polioptila_plumbea;0;0;0;NA;0,0833333333333333;Caatinga
Polioptila_plumbea;0,015894764957265;0,042790857535659;0,0145375249863711;0,00433207564812154;0,0952380952380952;Cerrado
Psarocolius_angustifrons;0;0;0,0100088183421517;0,0147527823122563;0,0714285714285714;Andinean_Forest
Psarocolius_decumanus;0;0;0,0100088183421517;0,0147527823122563;0,0714285714285714;Andinean_Forest
Pyriglena_leuconota;0;0;0,0119267049766887;0,006777129760108;0,0588235294117647;Amazonia
Pyriglena_leucoptera;0;0;0;NA;0,0476190476190476;Cerrado
Pyriglena_leucoptera;0;0;0,000795808740632668;NA;0,0588235294117647;Mata_Atlantica
Ramphastos_dicolorus;0;0;0,0147224617017044;0,00866612153493441;0,0588235294117647;Mata_Atlantica
Ramphastos_vitellinus;0;0;0,0115472189092486;0,00581766934899536;0,0588235294117647;Amazonia
Ramphocelus_carbo;0;0;0,0115472189092486;0,00930375540426657;0,0588235294117647;Amazonia
Ramphotrigon_ruficauda;0;0;0,00916187791391087;0,00422771604810356;0,0588235294117647;Amazonia
Rhegmatorhina_berlepschi;0;0;0,0118182803859915;0,00441676689251526;0,0588235294117647;Amazonia
Rhegmatorhina_gymnops;0;0;0,0140409844952835;0,00307662496159881;0,0588235294117647;Amazonia
Rhegmatorhina_hoffmannsi;0;0;0,0140409844952835;0,00307662496159881;0,0588235294117647;Amazonia
Rhynchocyclus_olivaceus;0;0;0,012414615634826;0,00476024848199399;0,0588235294117647;Amazonia
Rhytipterna_simplex;0;0;0,00916187791391087;0,00422771604810356;0,0588235294117647;Amazonia
Rynchops_niger;0;0;0,0115472189092486;0,00581766934899536;0,117647058823529;Amazonia
Sakesphorus_cristatus;0,0102855931461701;0;0,0150221091525834;0,00283119435003437;0,0952380952380952;Cerrado
Saltator_coerulescens;0;0;0,0119267049766887;0,00496902421563741;0,0588235294117647;Amazonia
Saltator_similis;0;0;0,0127992572451754;0,0111948274096726;0,0588235294117647;Mata_Atlantica
Sayornis_nigricans;0;0;0;NA;0,0714285714285714;Andinean_Forest
Schiffornis_virescens;0;0;0,0127992572451754;0,00749572180023034;0,0588235294117647;Mata_Atlantica
Schistochlamys_ruficapillus;0;0;0,017441474898866;0,00140669593291426;0,0588235294117647;Mata_Atlantica
Schistocichla_humaythae;0;0;0,0118182803859915;0,00441676689251526;0,0588235294117647;Amazonia
Schoeniophylax_phryganophilus;0;0;0,01508268217336;0,00486832339756356;0,0476190476190476;Cerrado
Sclerurus_caudacutus;0;0;0,0132278000650548;0,00363105309240716;0,0588235294117647;Amazonia
Sittasomus_griseicapillus;0;0;0,0141740868617118;0,00410722426834958;0,0476190476190476;Cerrado
Sporophila_plumbea;0;0;0,0124780422799685;0,00142431408997289;0,0476190476190476;Cerrado
Stephanophorus_diadematus;0;0;0,0153193182571789;0,0121801617379223;0,0588235294117647;Mata_Atlantica
